fname,target_word,speech_start,speech_end,gesture_start,gesture_end,word_form,source_file,source_video_start,source_video_end,source_width,source_height,num_frames,pad,bbox
lower/00054,lower,46,53,33,70,lower,ITzeKJTnwi0,85.16,89.16,1152,720,8465,576,"[576, 365, 1728, 1517]"
flow/00037,flow,42,56,31,87,flowing,IklPLxpcv48,321.6,325.6,1920,1080,7899,764,"[764, 607, 2292, 2135]"
five/00083,five,43,55,11,57,five,5b8oSR_Q5Rs,225.88,229.88,1920,1080,2582,625,"[625, 540, 1875, 1790]"
bye/00360,bye,70,76,66,78,bye,WujIWSSBxnY,1162.76,1166.76,1920,1080,1001,429,"[498, 512, 1357, 1371]"
full/00057,full,46,53,25,67,full,4MwnxDK3IxY,1490.0,1494.0,1920,1080,1856,833,"[833, 574, 2500, 2241]"
tilt/00005,tilt,46,53,38,73,tilt,UreRsuZhldo,31.08,35.08,1920,1080,1607,629,"[752, 539, 2011, 1798]"
wave/00021,wave,85,97,50,99,waves,5qu3WETuf6c,636.72,640.72,1920,1080,810,960,"[960, 540, 2880, 2460]"
below/00190,below,45,54,0,57,below,j7-lhdYiyuk,659.52,663.52,2560,1440,2287,314,"[2218, 330, 2846, 958]"
hello/00113,hello,5,16,0,27,hello,9PlQPJmh95U,11.92,15.92,1280,720,54,474,"[603, 359, 1552, 1308]"
loop/00026,loop,93,98,65,92,loop,IKB1hWWedMk,382.88,386.88,1280,720,305,354,"[354, 407, 1062, 1115]"
expand/00146,expand,41,57,24,59,expand,uoetgELBcg0,187.64,191.64,1280,720,149,457,"[604, 386, 1519, 1301]"
hello/00114,hello,46,53,25,63,hello,868jmaADkLg,47.44,51.44,1920,1080,3673,800,"[1120, 578, 2720, 2178]"
broad/00022,broad,45,54,33,81,broad,JCtV7TmLTqQ,302.28,306.28,1920,1080,2026,694,"[694, 605, 2082, 1993]"
cross/00039,cross,45,53,0,35,crossed,xY_xiGadcgk,231.76,235.76,1920,1080,1942,716,"[1079, 666, 2511, 2098]"
below/00191,below,46,53,33,99,below,TTlHT3d2Grs,500.24,504.24,1920,1080,109,910,"[910, 539, 2731, 2360]"
height/00034,height,96,101,50,99,height,RMGHEAdRf4g,230.32,234.32,1920,1080,602,783,"[1136, 589, 2703, 2156]"
expand/00147,expand,45,53,30,75,expand,AkArNidFVNY,143.28,147.28,1920,1080,382,938,"[982, 539, 2858, 2415]"
bye/00361,bye,88,97,79,99,bye,i5PPB_IH6w4,421.92,425.92,1280,720,10581,640,"[640, 360, 1920, 1640]"
two/00057,two,30,34,19,80,two,LcJPGsWErdQ,479.08,483.08,1280,720,230,607,"[673, 408, 1887, 1622]"
track/00027,track,82,89,52,95,track,PcHJkoNC464,49.44,53.44,1920,1080,237,747,"[1172, 554, 2667, 2049]"
flow/00038,flow,41,57,25,80,flow,0TJNBh1o6nw,276.12,280.12,1280,720,12670,640,"[640, 360, 1920, 1640]"
expand/00148,expand,42,57,25,99,expanded,9dEEqyCzUEg,530.2,534.2,1280,720,440,491,"[639, 360, 1621, 1342]"
tiny/00078,tiny,45,54,25,61,tiny,9f5HehQovx8,165.56,169.56,1920,1080,449,432,"[963, 771, 1828, 1636]"
above/00099,above,46,53,0,99,above,BfZkxELNqVg,315.56,319.56,1920,1080,19657,960,"[960, 540, 2880, 2460]"
stretch/00027,stretch,59,72,39,99,stretched,1YHDJ7if_DI,267.36,271.36,1280,720,145,350,"[289, 370, 989, 1070]"
interaction/00008,interaction,42,57,13,57,interactions,5AeMSQdUUEM,861.84,865.84,1920,1080,390,828,"[946, 548, 2602, 2204]"
various/00027,various,44,55,24,71,various,52eGc41YPOg,129.72,133.72,1920,1080,1049,903,"[903, 540, 2709, 2346]"
hello/00115,hello,2,10,0,33,hello,ajQiQ1s35-E,0.0,4.0,1920,1080,10299,960,"[960, 540, 2880, 2460]"
bounce/00011,bounce,52,61,0,99,bounce,fAEQKmyB5Nk,48.28,52.28,1280,720,555,367,"[759, 399, 1493, 1133]"
wait/00012,wait,47,51,39,62,wait,fDoHU0pKkNs,210.0,214.0,1280,720,338,525,"[752, 375, 1802, 1425]"
mix/00069,mix,45,53,25,64,mixing,Aa1IH-MOdqs,39.76,43.76,1280,720,1325,361,"[522, 357, 1245, 1080]"
press/00065,press,46,52,0,50,press,u99et_5JEug,293.0,297.0,1920,1080,320,755,"[800, 555, 2310, 2065]"
high/00047,high,47,52,0,69,high,aDzEAIwc8_E,797.68,801.68,1280,720,847,568,"[711, 373, 1848, 1510]"
quick/00031,quick,46,52,26,59,quickly,EX0Sne8FlJg,598.32,602.32,1920,1080,1628,926,"[993, 539, 2846, 2392]"
big/00045,big,47,51,34,99,big,F_zG4v9qzug,424.44,428.44,1280,720,4013,640,"[640, 360, 1920, 1640]"
two/00058,two,41,45,36,85,two,fG84l-_0FRc,415.36,419.36,1280,720,89,505,"[681, 373, 1692, 1384]"
around/00032,around,46,52,17,50,around,XxAkcxubdek,87.88,91.88,1920,1080,1244,809,"[1105, 457, 2724, 2076]"
many/00020,many,45,53,27,62,many,OorgL5fLK-8,256.48,260.48,1280,720,7945,425,"[711, 360, 1504, 999]"
two/00059,two,47,51,25,50,two,pK_mt5BXmT4,813.12,817.12,1920,1080,11399,746,"[929, 540, 2421, 2032]"
connect/00033,connect,45,53,28,63,connect,fKgA0iOaTiQ,1593.32,1597.32,1920,1080,709,950,"[964, 561, 2865, 2462]"
round/00022,round,43,56,17,65,round,wiUgjhcwltE,58.68,62.68,1440,1080,1912,413,"[445, 537, 1271, 1363]"
large/00067,large,41,49,25,70,large,TGKqGAvxcAY,250.92,254.92,1920,1080,832,682,"[896, 460, 2261, 1825]"
small/00083,small,47,52,31,62,small,q4U8QVx7nWU,288.12,292.12,1920,1080,7777,960,"[960, 540, 2880, 2460]"
hello/00116,hello,12,18,0,28,hello,Mx3ZRrAFEuY,0.0,4.0,1920,1080,399,717,"[1203, 552, 2637, 1986]"
shake/00034,shake,4,9,0,50,shake,JNUEhwSYr94,167.32,171.32,1920,1080,1343,526,"[868, 611, 1921, 1664]"
evolve/00024,evolve,45,54,0,52,evolve,5twFuwEh5TY,372.32,376.32,1920,1080,399,689,"[689, 618, 2067, 1996]"
push/00150,push,45,53,19,63,pushing,c5J9Ke3Iqh0,1578.2,1582.2,1280,720,24978,640,"[640, 360, 1920, 1640]"
top/00068,top,63,71,31,82,top,PEXhPQvrK3k,355.04,359.04,1920,1080,109,320,"[557, 425, 1198, 1066]"
large/00068,large,44,54,39,77,large,D6DJcG7A_Ds,346.68,350.68,854,480,11015,345,"[345, 240, 1035, 930]"
together/00150,together,60,68,32,63,together,K0uas-JyRxg,600.68,604.68,1920,1080,162,515,"[1073, 575, 2103, 1605]"
bye/00362,bye,82,86,82,99,bye,Iq5Kmsot5Uk,487.08,491.08,1152,720,2530,327,"[427, 420, 1082, 1075]"
roll/00026,roll,18,26,0,41,rolled,XeOdR0g9gxA,306.24,310.24,1920,1080,71,625,"[625, 540, 1876, 1791]"
push/00151,push,49,59,40,75,pushing,jBGolmN__iU,629.28,633.28,1280,720,1076,451,"[686, 365, 1588, 1267]"
run/00014,run,46,53,44,90,running,ts7CbFX8qac,451.08,455.08,1280,720,715,640,"[640, 360, 1920, 1640]"
straight/00091,straight,46,52,25,70,straight,Row6GSzg_m4,571.16,575.16,1280,720,141,640,"[640, 360, 1920, 1640]"
three/00077,three,46,52,35,65,three,1uX4Nao1WbI,126.68,130.68,1920,1080,3862,209,"[1689, 924, 2107, 1342]"
few/00007,few,66,69,56,75,few,AF9FETYfvP8,741.6,745.6,1920,1080,124,561,"[561, 522, 1684, 1645]"
hello/00117,hello,2,8,0,21,hello,EhqAT7_P6z4,0.0,4.0,1920,1080,493,874,"[875, 539, 2624, 2288]"
specific/00166,specific,45,54,23,65,specific,tTlDMDvM0IY,244.84,248.84,1920,1080,688,868,"[1052, 540, 2788, 2276]"
switch/00120,switch,46,52,32,57,switch,N2InQhXwlA4,87.76,91.76,1920,1080,946,960,"[960, 540, 2880, 2460]"
engage/00016,engage,41,57,15,50,engaging,BRnnqbTwkt0,231.12,235.12,1920,1080,291,619,"[1291, 562, 2529, 1800]"
narrow/00024,narrow,45,53,28,66,narrow,zlJnvM8CwY4,966.92,970.92,1280,720,239,488,"[791, 381, 1768, 1358]"
press/00066,press,46,52,39,75,press,CYOqawQ3rWo,407.48,411.48,1920,1080,706,960,"[960, 547, 2880, 2467]"
bye/00363,bye,77,80,56,92,bye,lokN6d1GaK4,941.04,945.04,1920,1080,159,521,"[537, 550, 1580, 1593]"
push/00152,push,45,54,0,75,pushing,wk254KfkcKA,361.76,365.76,1280,720,1661,432,"[455, 376, 1319, 1240]"
hello/00118,hello,14,30,15,31,hello,O9ROpIg38kI,0.0,4.0,1280,720,12079,638,"[638, 360, 1914, 1636]"
around/00033,around,45,53,0,99,around,CbwPGwGLIEE,172.56,176.56,960,720,173,391,"[391, 390, 1174, 1173]"
process/00029,process,47,56,35,60,process,D41N-Qt59dk,463.4,467.4,1920,1080,509,568,"[1248, 578, 2384, 1714]"
bye/00364,bye,69,73,67,99,bye,wnuQkHpJPQQ,454.56,458.56,1920,1080,1636,510,"[866, 581, 1887, 1602]"
curve/00031,curve,46,52,22,78,curve,TOGVUBZQHI0,336.48,340.48,1920,1080,363,856,"[1063, 539, 2776, 2252]"
cross/00040,cross,44,54,0,50,crossing,fxOre8Zj07s,185.52,189.52,1280,720,3104,495,"[784, 359, 1775, 1350]"
hello/00119,hello,4,10,3,24,hello,SwR0eexBiQU,9.36,13.36,1920,1080,538,605,"[1015, 593, 2226, 1804]"
flow/00039,flow,46,53,29,65,flow,wY2zyhDgeto,444.88,448.88,1280,720,1163,365,"[365, 373, 1095, 1103]"
below/00192,below,45,54,13,61,below,Jw91jh47jN0,437.48,441.48,1920,1080,503,960,"[960, 540, 2880, 2460]"
wide/00064,wide,44,54,33,60,wide,lpPW3bUERvA,215.16,219.16,1920,1080,858,682,"[1238, 542, 2602, 1906]"
expand/00149,expand,43,55,34,70,expand,Mvd1vfJhi-w,95.4,99.4,1280,720,18795,489,"[637, 380, 1616, 1359]"
connect/00034,connect,45,54,8,72,connect,OApnmXByLDg,173.76,177.76,1280,720,4177,640,"[640, 360, 1920, 1640]"
she/00017,she,48,51,44,66,she,AT7P7Xq41fA,214.84,218.84,1920,1080,670,644,"[780, 589, 2068, 1877]"
bye/00365,bye,74,79,64,94,bye,KuZRN7Pd-JE,579.28,583.28,1280,720,363,461,"[566, 375, 1488, 1297]"
direction/00120,direction,44,55,33,58,direction,tzTQqDrmZ70,159.32,163.32,1280,720,196,266,"[395, 343, 928, 876]"
balance/00064,balance,42,56,0,75,balance,amJ7ApXR0tw,142.64,146.64,1920,1080,9243,960,"[960, 540, 2880, 2460]"
hello/00120,hello,40,58,25,65,hello,ptHM9VOYmdM,116.52,120.52,1920,1080,1634,606,"[1314, 540, 2526, 1752]"
raise/00072,raise,47,52,37,67,raise,diAg_uZlb2s,287.6,291.6,1920,1080,202,466,"[1086, 609, 2019, 1542]"
huge/00082,huge,45,54,30,63,huge,Q4Zdmd4J7TI,338.92,342.92,1920,1080,234,749,"[749, 546, 2247, 2044]"
stop/00032,stop,45,54,36,57,stopped,ARkPBm6AcNA,493.12,497.12,1920,1080,1091,358,"[291, 431, 1008, 1148]"
cross/00041,cross,62,69,50,82,cross,_uNP0lvq3DY,69.4,73.4,1280,720,299,530,"[530, 359, 1591, 1420]"
large/00069,large,45,53,25,74,large,yU258z8iftA,503.36,507.36,1920,1080,609,598,"[1020, 771, 2216, 1967]"
separate/00055,separate,44,54,35,71,separate,780jQTNO9gE,271.2,275.2,1920,1080,15746,540,"[452, 540, 1316, 1620]"
bye/00366,bye,69,72,78,99,bye,ceh5hytPOnI,568.52,572.52,1920,1080,258,960,"[960, 555, 2880, 2475]"
walk/00008,walk,46,53,25,58,walking,W3USq-WImvk,555.04,559.04,1280,720,16957,640,"[640, 360, 1920, 1640]"
expand/00150,expand,42,57,37,71,expand,I-7tju3YEZw,392.04,396.04,1280,720,776,456,"[466, 399, 1379, 1312]"
below/00193,below,45,53,0,54,below,uAJGhP65gMM,301.56,305.56,1920,1080,306,960,"[960, 540, 2880, 2460]"
begin/00019,begin,42,57,31,58,beginning,PUXsSKSRf70,494.04,498.04,1920,1080,14096,585,"[585, 634, 1755, 1804]"
below/00194,below,44,55,0,54,below,mkccaI0A7N8,351.88,355.88,1920,1080,416,704,"[985, 576, 2393, 1984]"
push/00153,push,46,52,37,71,pushed,HJRD0MIISv4,336.52,340.52,1280,720,1688,550,"[638, 369, 1739, 1470]"
straight/00092,straight,45,53,25,82,straight,gUdksdjuSCk,200.48,204.48,1920,1080,191,515,"[524, 670, 1555, 1701]"
loop/00027,loop,47,52,27,80,loop,KSqxvAkPFpY,114.36,118.36,1280,720,3980,584,"[695, 359, 1864, 1528]"
press/00067,press,46,52,46,71,press,eXPMpQE9dNY,158.84,162.84,1920,1080,448,614,"[1275, 557, 2504, 1786]"
specific/00167,specific,44,55,28,74,specific,N-HpD0bUSO4,510.32,514.32,1920,1080,864,724,"[1196, 569, 2644, 2017]"
roll/00027,roll,47,52,41,91,rolled,H0RRtNZzUDg,15.84,19.84,1280,720,1131,640,"[640, 397, 1920, 1677]"
round/00023,round,45,54,8,99,rounded,Ms3MyGOoOd0,266.36,270.36,1280,720,577,525,"[530, 368, 1580, 1418]"
balance/00065,balance,42,56,25,50,balance,H5Ntgx-Huwo,62.16,66.16,720,480,496,260,"[340, 243, 861, 764]"
press/00068,press,46,52,33,53,press,JGJxkucwnFQ,753.6,757.6,1280,720,271,349,"[689, 371, 1093, 943]"
top/00069,top,46,52,38,68,top,tfYB4f9fnL0,297.96,301.96,1280,720,602,360,"[695, 360, 1415, 1080]"
flip/00028,flip,49,54,44,75,flip,OQa479k6-t8,184.8,188.8,1920,1080,421,486,"[1434, 514, 2406, 1486]"
switch/00121,switch,46,52,25,50,switch,s7_3EJihVfU,772.68,776.68,1280,720,3702,555,"[555, 367, 1666, 1478]"
two/00060,two,47,52,38,58,two,Efa-2cdsnOk,268.44,272.44,1280,720,1708,627,"[627, 369, 1882, 1624]"
increase/00050,increase,43,55,25,50,increased,4P5caS0xf20,36.36,40.36,1280,720,9161,615,"[615, 359, 1846, 1590]"
above/00100,above,42,57,39,59,above,HUBqTWwKwM4,215.32,219.32,960,720,1855,480,"[480, 360, 1440, 1320]"
raise/00073,raise,46,52,35,61,raising,g5K8zgZDr-k,831.44,835.44,1920,1080,1208,904,"[1015, 562, 2824, 2371]"
front/00044,front,48,51,20,49,front,H_cdn2kVB-E,231.04,235.04,1920,1080,250,633,"[1030, 552, 2297, 1819]"
switch/00122,switch,43,55,25,66,switches,F5Xn4dZVA0U,497.08,501.08,1280,720,1697,490,"[490, 373, 1470, 1353]"
push/00154,push,46,53,25,50,push,pDXdQM1IXAY,400.08,404.08,1920,1080,2320,516,"[516, 622, 1549, 1655]"
flip/00029,flip,45,54,41,64,flipped,DL-8WbsxF6g,51.16,55.16,960,720,14845,399,"[399, 413, 1198, 1212]"
huge/00083,huge,45,54,0,59,huge,u2mpLOYqZmc,203.2,207.2,1920,1080,943,960,"[960, 540, 2880, 2460]"
around/00034,around,46,53,25,50,around,LygLBzBrQV8,424.44,428.44,1920,1080,244,548,"[1309, 422, 2405, 1518]"
cross/00042,cross,76,84,63,99,cross,JJRxStrOiBI,289.12,293.12,1280,720,7178,640,"[640, 372, 1920, 1652]"
below/00195,below,50,61,25,75,below,BmmAWxEt5fY,270.92,274.92,1920,1080,335,490,"[1136, 566, 1763, 1399]"
separate/00056,separate,43,56,30,99,separate,u9goamEF_ko,941.32,945.32,1280,720,507,412,"[638, 373, 1463, 1198]"
hello/00121,hello,45,54,25,62,hello,sUknbKfDFYI,19.48,23.48,1280,720,760,614,"[614, 359, 1843, 1588]"
push/00155,push,47,51,32,63,push,VCrB7xdhWYo,288.52,292.52,1920,1080,1425,592,"[1319, 539, 2504, 1724]"
bye/00367,bye,75,96,76,99,bye,JH1kw54PUAI,691.24,695.24,1920,1080,681,960,"[960, 556, 2880, 2476]"
slide/00013,slide,46,53,30,50,slide,dWpNVNHfsws,321.24,325.24,1920,1080,3442,899,"[940, 539, 2739, 2338]"
height/00035,height,46,52,26,59,height,iC2LKzve_aE,126.52,130.52,1920,1080,296,763,"[822, 556, 2348, 2082]"
full/00058,full,47,52,39,64,full,gJMqRtnM_Do,68.76,72.76,1920,1080,265,657,"[897, 547, 2212, 1862]"
peak/00010,peak,46,52,20,58,peaks,oSo4zSAXN3M,171.0,175.0,1280,720,8797,640,"[640, 390, 1920, 1670]"
tiny/00079,tiny,43,56,34,99,tiny,5HlRo29ySpg,83.16,87.16,1920,1080,816,960,"[960, 540, 2880, 2460]"
straight/00093,straight,45,53,26,55,straight,wGtLRqUUPlc,141.32,145.32,1920,1080,326,731,"[1108, 539, 2571, 2002]"
catch/00007,catch,35,44,23,54,catch,h5TFlBoiZ8A,132.88,136.88,1920,1080,55,873,"[873, 538, 2619, 2284]"
front/00045,front,46,53,26,51,front,5vpuK5kT0mM,124.48,128.48,1280,720,798,294,"[305, 437, 894, 1026]"
hold/00054,hold,47,52,19,99,hold,xU4gog1OUnY,435.32,439.32,1280,720,502,390,"[714, 360, 1494, 1140]"
many/00021,many,47,51,0,62,many,eD2J3PBoERI,343.72,347.72,1920,1080,1807,659,"[1260, 567, 2579, 1886]"
combine/00031,combine,43,56,25,57,combined,8WKALeVRGnI,314.32,318.32,1280,720,11808,595,"[595, 359, 1786, 1550]"
expand/00151,expand,43,56,34,60,expand,TFZf9dl-Fjs,480.96,484.96,1280,720,1697,613,"[613, 372, 1839, 1598]"
deep/00048,deep,47,52,36,56,deep,CBAadF4nDf4,286.0,290.0,1920,1080,446,705,"[783, 539, 2194, 1950]"
fight/00011,fight,46,53,25,59,fight,wkjPa5AZZvs,352.2,356.2,1920,1080,17582,960,"[960, 540, 2880, 2460]"
direction/00121,direction,43,55,35,83,directions,fvZVydXTeVU,648.2,652.2,1920,1080,890,508,"[1376, 580, 2393, 1597]"
together/00151,together,68,76,55,84,together,1cjri0kglm0,81.56,85.56,1280,720,95,319,"[961, 418, 1599, 1056]"
many/00022,many,47,52,34,76,many,TRd85QvQto0,838.68,842.68,1920,1080,267,507,"[1306, 573, 2320, 1587]"
throw/00092,throw,46,53,21,83,thrown,NAse7cdmDVo,280.12,284.12,1920,1080,338,587,"[587, 594, 1762, 1769]"
back/00018,back,84,89,75,96,back,3bD3stNWdgg,140.08,144.08,1280,720,164,512,"[651, 293, 1676, 1318]"
bye/00368,bye,58,72,47,79,bye,h25FDyGTLso,305.4,309.4,1920,1080,377,537,"[504, 543, 1578, 1617]"
direction/00122,direction,49,59,34,78,direction,FTdsEBU9N1U,128.92,132.92,1920,1080,79,897,"[897, 539, 2692, 2334]"
switch/00123,switch,46,53,0,67,switching,r7n8VywwDHI,542.76,546.76,1920,1080,2166,831,"[1088, 547, 2751, 2210]"
large/00070,large,44,55,45,99,large,5mkJcxTK1sQ,202.4,206.4,1280,720,861,446,"[561, 371, 1454, 1264]"
circle/00071,circle,45,54,16,73,circle,mLcRwWODJvY,816.56,820.56,1920,1080,759,960,"[960, 560, 2880, 2480]"
below/00196,below,46,52,30,58,below,PlHTEb0piZo,305.72,309.72,1920,1080,453,438,"[1400, 514, 2276, 1390]"
peak/00011,peak,45,54,12,49,peak,KZRWdmWJ_ZU,428.52,432.52,1920,1080,17855,869,"[869, 540, 2607, 2278]"
shrink/00023,shrink,45,61,41,74,shrinking,TsW0x9WhoOY,206.24,210.24,1280,720,148,577,"[703, 360, 1857, 1514]"
circle/00072,circle,86,97,58,91,circle,bpFK2VCRHUs,224.68,228.68,1920,1080,198,819,"[986, 539, 2625, 2178]"
expand/00152,expand,43,56,25,67,expanding,y3tKvx7bnfw,69.6,73.6,1280,720,2174,448,"[692, 360, 1588, 1256]"
open/00074,open,46,53,36,61,opens,VzEvKPAU_QU,201.6,205.6,1280,720,140,576,"[576, 359, 1729, 1512]"
wrap/00032,wrap,1,7,0,25,wrapped,54LuAi30B-I,310.56,314.56,1920,1080,460,509,"[852, 571, 1870, 1589]"
balance/00066,balance,56,64,27,92,balance,Be2yfd7czyE,709.48,713.48,960,720,1433,480,"[480, 381, 1440, 1341]"
run/00015,run,45,54,33,58,run,7PQDx6L__ko,53.48,57.48,1280,720,597,640,"[640, 360, 1920, 1640]"
deep/00049,deep,46,52,24,52,deep,OMl04qrkgKo,458.68,462.68,1280,720,13233,640,"[640, 369, 1920, 1649]"
quick/00032,quick,45,53,33,65,quickly,i8O4qAX1X28,411.52,415.52,1920,1080,16227,904,"[904, 539, 2713, 2348]"
together/00152,together,45,53,20,55,together,4iW_gd_ixSQ,116.68,120.68,1920,1080,4066,808,"[1034, 538, 2650, 2154]"
hold/00055,hold,47,51,25,64,holding,LedorNX0gvo,229.72,233.72,1920,1080,516,511,"[437, 567, 1460, 1590]"
below/00197,below,45,54,5,57,below,ajiH4baqP1Y,467.72,471.72,1280,720,12442,640,"[640, 375, 1920, 1655]"
straight/00094,straight,46,53,25,63,straight,koVzFyPPTR4,479.88,483.88,1920,1080,1893,677,"[917, 546, 2272, 1901]"
below/00198,below,75,83,50,85,below,S9dAOeblsA0,153.96,157.96,1920,1080,224,538,"[1078, 542, 1868, 1448]"
two/00061,two,47,51,8,99,two,WyegT-fBwv8,73.76,77.76,1920,1080,1823,908,"[908, 539, 2725, 2356]"
block/00051,block,45,54,36,66,blocks,DE2pNNQaJ_s,379.08,383.08,1280,720,1787,385,"[621, 327, 1391, 1097]"
develop/00029,develop,41,57,36,93,develop,KHT7JNTFy_k,441.08,445.08,1280,720,11615,640,"[640, 360, 1920, 1640]"
tiny/00080,tiny,45,53,37,65,tiny,NY4giAC0gvw,151.24,155.24,1280,720,270,640,"[640, 360, 1920, 1640]"
track/00028,track,46,53,10,56,track,TR1keUm1mE8,529.36,533.36,1920,1080,910,511,"[511, 596, 1534, 1619]"
stretch/00028,stretch,41,57,0,64,stretches,Bsnt67KTvZs,766.64,770.64,1920,1080,952,960,"[960, 547, 2880, 2467]"
two/00062,two,48,51,25,50,two,137ZC8ovyXI,281.6,285.6,1920,1080,8034,663,"[1066, 579, 2392, 1905]"
unify/00009,unify,42,57,25,64,unifying,LfgkhwUQcXk,866.76,870.76,1280,720,18885,639,"[640, 359, 1919, 1638]"
short/00025,short,46,53,34,75,short,Vshpyz1ja0I,332.44,336.44,1920,1080,5180,563,"[563, 698, 1690, 1825]"
develop/00030,develop,43,52,26,99,developed,726F7o2logQ,77.12,81.12,1920,1080,279,587,"[970, 553, 2145, 1728]"
run/00016,run,46,52,24,59,running,Ee-7RA_csH8,261.12,265.12,1920,1080,412,513,"[1090, 565, 1768, 1388]"
expand/00153,expand,41,57,37,82,expand,dyxYvwUuhZ4,188.24,192.24,1920,1080,308,960,"[960, 539, 2880, 2459]"
switch/00124,switch,46,53,33,59,switch,KqgB5G0l8l8,231.68,235.68,1920,1080,17740,960,"[960, 596, 2880, 2516]"
focus/00042,focus,45,54,11,57,focus,q75fHPPlFNo,602.56,606.56,1920,1080,16978,960,"[960, 560, 2880, 2480]"
reduce/00016,reduce,43,55,35,67,reduced,kqWkhI7-qNI,184.16,188.16,1920,1080,2668,955,"[965, 563, 2875, 2473]"
together/00153,together,30,38,0,42,together,otYgTZss4zU,357.68,361.68,1920,1080,279,374,"[408, 575, 1156, 1323]"
four/00071,four,46,53,28,99,four,TO9b4sajWc4,162.52,166.52,1280,720,268,449,"[638, 394, 1536, 1292]"
force/00041,force,44,54,25,50,force,ajiH4baqP1Y,383.52,387.52,1280,720,12442,640,"[640, 375, 1920, 1655]"
separate/00057,separate,45,54,10,54,separate,WiANbp0alPs,1414.0,1418.0,1920,1080,805,730,"[943, 537, 2404, 1998]"
raise/00074,raise,63,69,23,54,raised,lJuHX4KI6CU,327.32,331.32,1920,1080,106,244,"[1255, 725, 1744, 1214]"
connect/00035,connect,45,54,37,72,connect,50e4_xD53WA,203.4,207.4,1920,1080,361,835,"[858, 563, 2528, 2233]"
below/00199,below,46,53,14,58,below,gW1-lSpBJK4,447.4,451.4,1920,1080,727,859,"[1061, 599, 2779, 2317]"
whole/00110,whole,47,51,25,53,whole,37-3y8wkBRc,340.32,344.32,1280,720,2816,597,"[601, 387, 1796, 1582]"
push/00156,push,45,54,34,75,pushing,Lyoe-R8c3yo,255.4,259.4,1280,720,2214,640,"[640, 360, 1920, 1640]"
top/00070,top,63,67,57,75,top,KzeDuywr7Ks,1049.92,1053.92,1280,720,140,640,"[640, 360, 1920, 1640]"
specific/00168,specific,44,54,25,68,specific,7H08KHVuZwE,79.0,83.0,1920,1080,2248,469,"[1251, 609, 2190, 1548]"
no/00064,no,25,31,21,40,no,i8GFQ-q0ruU,181.8,185.8,1920,1080,1111,403,"[403, 701, 1209, 1507]"
specific/00169,specific,37,62,26,92,specific,8-fcLiuEszo,135.92,139.92,1920,1080,1897,863,"[863, 539, 2590, 2266]"
direction/00123,direction,94,107,75,99,directions,kboFNeB_n08,1083.52,1087.52,1920,1080,132,655,"[1014, 596, 2324, 1906]"
below/00200,below,67,75,47,75,below,ebMuwwusf5M,563.88,567.88,1280,720,783,640,"[640, 360, 1920, 1640]"
expand/00154,expand,45,54,38,71,expand,2bJHTi4005I,234.76,238.76,1920,1080,3329,960,"[960, 572, 2880, 2492]"
collect/00015,collect,44,54,24,66,collecting,fsmAoLf2zao,629.52,633.52,1920,1080,2039,498,"[1082, 352, 2078, 1348]"
hold/00056,hold,46,53,29,68,holding,ALjggRTtU7o,262.64,266.64,1920,1080,902,731,"[731, 543, 2193, 2005]"
strong/00041,strong,42,57,26,60,strong,skpTTqCvxbY,69.84,73.84,1920,1080,1138,570,"[1349, 539, 2490, 1680]"
press/00069,press,46,52,36,75,press,qNlJEYy-0cA,705.64,709.64,1920,1080,511,477,"[292, 603, 1246, 1557]"
separate/00058,separate,45,53,25,68,separate,tdWTzlOWb9s,585.88,589.88,1280,720,1494,485,"[485, 356, 1456, 1327]"
below/00201,below,46,52,25,50,below,G_f2OfCyb-4,339.0,343.0,1280,720,5805,492,"[492, 411, 1477, 1396]"
push/00157,push,45,54,25,50,pushes,kKeenzOsB8U,219.44,223.44,1920,1080,1475,901,"[901, 546, 2703, 2348]"
round/00024,round,45,53,33,77,rounded,u99et_5JEug,253.96,257.96,1920,1080,358,731,"[817, 546, 2280, 2009]"
stretch/00029,stretch,42,56,25,81,stretches,Hf3QgkjHCic,276.12,280.12,1280,720,7921,625,"[655, 434, 1905, 1684]"
layer/00043,layer,41,57,25,97,layers,ptpkfMQjpvg,669.68,673.68,1920,1080,6547,900,"[1019, 562, 2820, 2363]"
strong/00042,strong,44,55,25,62,strong,pMTRLon-fyo,20.84,24.84,1920,1080,1925,744,"[744, 540, 2232, 2028]"
push/00158,push,47,52,0,50,push,lpaTtbOuYGc,402.12,406.12,1280,720,2938,482,"[719, 402, 1684, 1367]"
throw/00093,throw,47,51,38,66,throw,5D1FsPPBR5U,594.68,598.68,1280,720,1521,368,"[911, 366, 1648, 1103]"
focus/00043,focus,44,55,25,58,focus,Hf3QgkjHCic,364.44,368.44,1280,720,7921,625,"[655, 434, 1905, 1684]"
stop/00033,stop,46,53,26,57,stop,b6N8EzOu45k,14.4,18.4,1916,1080,421,606,"[1179, 588, 2391, 1800]"
switch/00125,switch,11,21,0,25,switches,DAU0qqh_I-A,355.68,359.68,1920,1080,44,204,"[1718, 837, 2126, 1245]"
move/00106,move,46,53,22,57,move,03a3MQdmZfw,250.64,254.64,1920,1080,2188,960,"[960, 549, 2880, 2469]"
big/00046,big,45,53,0,54,big,4fGd1xZ0MJQ,522.76,526.76,1920,1080,1524,960,"[960, 592, 2880, 2512]"
